Year,Month,Day,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Anomaly Scores,Alerts,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,States,Proxy Information,Firewall Logs,IPS Alerts,Log Source,Source IP Address,Destination IP Address
2020,June,22,11095,47804,TCP,1357,Control,FTP,IoC Detected,5.99,Unknown,Malware,Known Pattern A,Blocked,Medium,Lakshit Kuruvilla,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/49.0.834.0 Mobile/07P066 Safari/536.1",Segment A,Himachal Pradesh,20.133.223.159,Unknown,Alert Data,Server,84.31.181.28,223.138.98.237
2020,February,2,60852,39676,TCP,789,Control,HTTP,IoC Detected,3.98,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Dhruv Korpal,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/26.0.856.0 Safari/531.1",Segment A,Manipur,Unknown,Unknown,Unknown,Firewall,205.169.198.165,61.96.6.139
2021,June,3,16631,39758,UDP,867,Data,DNS,Unknown,80.96,Unknown,Intrusion,Known Pattern B,Ignored,High,Tara Kibe,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/5.0),Segment C,Jharkhand,78.12.193.180,Unknown,Alert Data,Server,81.64.181.90,27.187.111.175
2022,August,27,41494,18772,UDP,495,Control,FTP,IoC Detected,60.93,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Nirvaan Saran,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/15.0.842.0 Safari/534.2",Segment B,Goa,Unknown,Unknown,Unknown,Server,58.202.164.151,171.87.68.118
2020,February,24,29043,64164,ICMP,364,Data,DNS,IoC Detected,91.89,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Nehmat Seth,"Mozilla/5.0 (Linux; Android 4.0.1) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/32.0.803.0 Safari/536.1",Segment A,Uttarakhand,78.124.43.29,Unknown,Alert Data,Server,203.114.226.179,176.169.38.95
2022,August,2,2933,55115,UDP,1169,Control,DNS,IoC Detected,32.82,Unknown,DDoS,Known Pattern A,Blocked,Low,Manjari Issac,Mozilla/5.0 (Android 5.1; Mobile; rv:67.0) Gecko/67.0 Firefox/67.0,Segment C,Arunachal Pradesh,58.150.250.215,Log Data,Unknown,Server,36.92.46.60,116.99.66.166
2022,June,11,55007,11624,UDP,1084,Control,HTTP,IoC Detected,36.42,Unknown,DDoS,Known Pattern B,Ignored,Medium,Yuvraj  Sachdeva,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/60.0.894.0 Mobile/21G468 Safari/536.1",Segment C,Sikkim,Unknown,Log Data,Alert Data,Server,64.205.78.121,80.127.125.94
2022,October,8,58084,53509,TCP,458,Data,DNS,Unknown,77.43,Unknown,Malware,Known Pattern A,Ignored,High,Samar Biswas,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_4; rv:1.9.2.20) Gecko/7801-11-06 17:55:28 Firefox/5.0,Segment A,Gujarat,57.35.166.249,Log Data,Unknown,Server,24.72.4.168,72.62.80.45
2020,January,22,23788,49252,ICMP,1162,Data,HTTP,IoC Detected,92.34,Unknown,Malware,Known Pattern A,Logged,Medium,Zaina Grewal,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/535.15.1 (KHTML, like Gecko) Version/5.0.2 Safari/535.15.1",Segment B,Haryana,193.3.247.166,Unknown,Alert Data,Server,69.11.31.235,159.138.18.10
2020,November,8,22767,47949,TCP,1487,Control,HTTP,IoC Detected,67.84,Alert Triggered,Malware,Known Pattern A,Logged,High,Pranay Dara,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/535.6.4 (KHTML, like Gecko) Version/4.0.5 Safari/535.6.4",Segment C,Kerala,180.84.172.25,Unknown,Alert Data,Firewall,217.58.63.167,163.51.114.168
2021,August,31,14344,43728,TCP,258,Control,HTTP,Unknown,3.71,Unknown,DDoS,Known Pattern A,Ignored,Medium,Amani Agarwal,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0),Segment A,Nagaland,Unknown,Unknown,Unknown,Firewall,51.46.253.64,59.238.69.115
2021,January,18,61518,9985,TCP,73,Data,FTP,Unknown,51.71,Unknown,Intrusion,Known Pattern A,Ignored,High,Darshit Sethi,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/532.19.2 (KHTML, like Gecko) Version/5.0 Safari/532.19.2",Segment C,Kerala,Unknown,Unknown,Unknown,Firewall,30.38.164.79,193.181.145.120
2021,September,13,59134,37867,ICMP,271,Control,HTTP,Unknown,68.02,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Tarini Dora,"Mozilla/5.0 (Linux; Android 2.2.3) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/29.0.895.0 Safari/534.1",Segment B,Sikkim,192.133.81.125,Unknown,Unknown,Firewall,162.50.46.242,30.28.143.90
2023,October,7,38897,12895,TCP,223,Control,DNS,IoC Detected,23.36,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Khushi Sane,Mozilla/5.0 (Windows NT 5.1; nhn-MX; rv:1.9.0.20) Gecko/6417-06-30 12:08:23 Firefox/3.8,Segment B,Assam,Unknown,Log Data,Alert Data,Server,181.70.136.197,211.58.163.84
2020,November,19,38154,33797,ICMP,978,Control,DNS,Unknown,80.42,Alert Triggered,Malware,Known Pattern B,Logged,Low,Ira Joshi,Opera/8.52.(X11; Linux x86_64; de-DE) Presto/2.9.187 Version/11.00,Segment C,Bihar,203.110.171.156,Unknown,Alert Data,Firewall,108.174.169.101,143.171.131.171
2021,August,11,27205,60040,ICMP,808,Data,DNS,IoC Detected,1.1,Unknown,DDoS,Known Pattern A,Blocked,High,Faiyaz Rajagopal,Opera/8.72.(X11; Linux x86_64; iu-CA) Presto/2.9.187 Version/10.00,Segment A,Tamil Nadu,Unknown,Log Data,Unknown,Server,217.203.72.181,161.124.60.197
2021,November,8,57380,31000,UDP,526,Control,DNS,IoC Detected,29.67,Unknown,DDoS,Known Pattern B,Ignored,High,Biju Dhingra,Opera/8.79.(X11; Linux x86_64; aa-DJ) Presto/2.9.186 Version/11.00,Segment B,Meghalaya,157.46.55.201,Log Data,Unknown,Firewall,176.60.46.42,30.71.46.31
2022,September,20,31622,14009,TCP,691,Data,FTP,IoC Detected,17.53,Unknown,Malware,Known Pattern B,Ignored,Low,Pranay Choudhury,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.0),Segment C,Assam,76.43.172.87,Log Data,Unknown,Firewall,161.249.177.62,23.243.23.240
2020,August,2,47794,41310,ICMP,1046,Data,FTP,Unknown,32.68,Alert Triggered,DDoS,Known Pattern B,Blocked,Low,Anya Tank,Mozilla/5.0 (Android 2.2.3; Mobile; rv:49.0) Gecko/49.0 Firefox/49.0,Segment A,Uttar Pradesh,Unknown,Unknown,Unknown,Server,104.187.55.91,42.147.178.123
2023,June,17,12445,49276,TCP,378,Data,HTTP,Unknown,19.31,Alert Triggered,Malware,Known Pattern A,Blocked,High,Urvi Garg,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; id-ID) AppleWebKit/534.44.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6534.44.5",Segment C,West Bengal,211.179.16.243,Log Data,Unknown,Firewall,136.252.170.247,117.212.211.104
2020,November,26,62995,26253,ICMP,1190,Control,HTTP,Unknown,55.48,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Oorja Vohra,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_2; rv:1.9.2.20) Gecko/9707-05-15 16:28:18 Firefox/5.0,Segment C,Odisha,94.130.185.41,Unknown,Unknown,Server,113.36.58.171,10.147.167.245
2022,April,2,28276,60643,UDP,695,Data,DNS,IoC Detected,86.42,Unknown,Intrusion,Known Pattern A,Ignored,Medium,Himmat Sibal,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/60.0.811.0 Safari/534.1",Segment A,West Bengal,209.42.25.136,Unknown,Alert Data,Server,18.86.111.36,180.100.119.110
2022,May,4,35070,6568,TCP,262,Data,FTP,Unknown,59.07,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Abram Wali,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/4883-07-26 05:23:22 Firefox/12.0,Segment A,Karnataka,Unknown,Unknown,Alert Data,Firewall,184.49.57.195,74.85.193.103
2021,November,2,8964,26738,TCP,654,Data,DNS,IoC Detected,24.25,Unknown,Malware,Known Pattern B,Ignored,Medium,Indranil Ramanathan,"Mozilla/5.0 (Windows CE) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/30.0.850.0 Safari/534.2",Segment C,Meghalaya,Unknown,Unknown,Unknown,Server,109.194.80.179,94.3.34.66
2020,March,9,27910,7068,UDP,687,Control,HTTP,Unknown,16.33,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Madhav Saha,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/3.0),Segment B,Uttar Pradesh,217.239.244.108,Log Data,Unknown,Server,46.86.124.76,78.213.119.183
2021,July,15,61009,38549,TCP,1440,Control,FTP,Unknown,94.02,Alert Triggered,DDoS,Known Pattern A,Logged,Low,Kimaya Dey,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/63.0.804.0 Safari/535.0",Segment C,Kerala,149.96.47.115,Unknown,Alert Data,Server,76.208.47.20,82.109.168.197
2021,October,23,37925,12021,TCP,896,Control,FTP,IoC Detected,42.45,Unknown,Intrusion,Known Pattern B,Blocked,High,Aarna Mammen,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.1),Segment A,Andhra Pradesh,Unknown,Unknown,Unknown,Server,178.138.224.94,39.223.171.241
2023,January,3,30737,39533,TCP,409,Control,FTP,Unknown,99.72,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Tiya Garde,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/22.0.893.0 Mobile/36T938 Safari/536.0",Segment A,Andhra Pradesh,Unknown,Unknown,Alert Data,Server,220.147.77.126,21.28.169.3
2022,September,12,54904,1107,ICMP,1322,Data,FTP,IoC Detected,47.46,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Mehul Sinha,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/9.6w1125.0 Mobile/30J675 Safari/532.0",Segment C,Assam,117.199.90.78,Unknown,Alert Data,Firewall,50.139.89.24,115.69.251.250
2020,March,20,32240,61699,ICMP,78,Data,FTP,IoC Detected,13.66,Unknown,Malware,Known Pattern A,Ignored,Medium,Shamik Bhargava,Mozilla/5.0 (Windows 95; ta-IN; rv:1.9.2.20) Gecko/2520-05-29 20:01:41 Firefox/9.0,Segment C,Bihar,77.241.197.157,Unknown,Unknown,Server,195.155.249.248,44.145.249.191
2021,August,12,63638,10562,ICMP,1071,Control,HTTP,Unknown,95.78,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Ahana  Wagle,Opera/8.45.(Windows NT 6.2; cv-RU) Presto/2.9.170 Version/11.00,Segment B,Sikkim,Unknown,Log Data,Alert Data,Firewall,52.91.202.77,131.49.17.44
2020,March,14,18023,43651,TCP,441,Control,FTP,Unknown,93.89,Alert Triggered,DDoS,Known Pattern A,Logged,High,Amira Venkataraman,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_8; rv:1.9.4.20) Gecko/8600-03-25 16:55:43 Firefox/3.8,Segment B,Bihar,197.46.15.120,Unknown,Alert Data,Firewall,188.86.6.139,214.138.157.164
2022,October,23,53032,57808,TCP,420,Data,FTP,IoC Detected,21.97,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Mishti Ganesh,Mozilla/5.0 (Android 1.6; Mobile; rv:24.0) Gecko/24.0 Firefox/24.0,Segment B,Manipur,Unknown,Unknown,Unknown,Server,144.227.83.86,7.44.213.89
2020,November,18,42724,50140,UDP,1471,Data,HTTP,Unknown,25.25,Unknown,Malware,Known Pattern A,Ignored,Medium,Nirvaan Ahluwalia,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_3 rv:4.0; bhb-IN) AppleWebKit/531.12.7 (KHTML, like Gecko) Version/5.0.1 Safari/531.12.7",Segment C,Mizoram,75.66.87.220,Log Data,Unknown,Server,209.22.93.30,8.151.128.45
2021,June,1,55692,52425,UDP,82,Data,FTP,IoC Detected,77.12,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Anya Samra,Opera/9.50.(Windows NT 5.0; cv-RU) Presto/2.9.179 Version/11.00,Segment A,Jharkhand,88.142.181.154,Log Data,Alert Data,Firewall,216.67.141.160,56.86.35.73
2022,January,20,40350,46321,ICMP,1469,Data,HTTP,IoC Detected,47.85,Unknown,Malware,Known Pattern B,Ignored,Medium,Aayush Khanna,"Mozilla/5.0 (Linux; Android 7.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/50.0.848.0 Safari/535.1",Segment B,Odisha,133.51.46.174,Unknown,Unknown,Server,129.164.9.92,18.86.180.129
2020,September,1,54628,50317,ICMP,1217,Data,FTP,Unknown,20.99,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Yakshit Iyengar,Opera/9.69.(X11; Linux i686; nn-NO) Presto/2.9.178 Version/10.00,Segment A,Tripura,163.134.133.192,Log Data,Unknown,Firewall,14.67.77.13,79.36.118.25
2023,September,5,61363,59565,UDP,287,Data,DNS,IoC Detected,70.63,Unknown,Intrusion,Known Pattern A,Ignored,Medium,Shayak Khanna,Mozilla/5.0 (Windows CE; ht-HT; rv:1.9.1.20) Gecko/9523-08-25 01:09:53 Firefox/3.6.1,Segment B,Madhya Pradesh,Unknown,Log Data,Unknown,Firewall,1.33.162.162,3.193.13.14
2022,November,6,38964,60287,TCP,90,Control,HTTP,IoC Detected,15.33,Alert Triggered,Malware,Known Pattern B,Logged,High,Faiyaz Dhaliwal,"Mozilla/5.0 (Linux; Android 4.1.2) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/26.0.833.0 Safari/534.0",Segment A,Manipur,33.226.35.214,Unknown,Alert Data,Firewall,9.94.122.186,220.244.15.60
2021,December,13,50423,11141,UDP,98,Data,HTTP,IoC Detected,43.4,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Pranay Gandhi,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/533.48.7 (KHTML, like Gecko) Version/5.0.5 Safari/533.48.7",Segment C,Andhra Pradesh,Unknown,Unknown,Alert Data,Server,173.173.143.142,34.195.38.137
2020,August,28,58874,3310,UDP,416,Data,DNS,Unknown,6.18,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Indranil Devi,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/57.0.823.0 Mobile/66J067 Safari/535.2",Segment A,Manipur,109.40.255.144,Unknown,Unknown,Firewall,55.71.194.148,42.155.76.1
2023,October,2,8827,46404,UDP,1028,Data,HTTP,IoC Detected,5.11,Unknown,Intrusion,Known Pattern B,Logged,Medium,Kiaan Sama,Opera/8.36.(X11; Linux i686; ps-AF) Presto/2.9.161 Version/12.00,Segment A,Telangana,Unknown,Log Data,Alert Data,Server,77.89.212.5,160.51.24.16
2023,February,14,17588,20251,TCP,85,Control,FTP,Unknown,17.26,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Nehmat Borra,Opera/8.31.(X11; Linux x86_64; se-NO) Presto/2.9.165 Version/11.00,Segment B,Chhattisgarh,Unknown,Log Data,Alert Data,Server,41.200.24.164,104.158.255.116
2020,December,8,29931,21322,TCP,985,Control,FTP,Unknown,89.05,Alert Triggered,Malware,Known Pattern A,Logged,Low,Onkar Kalita,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/7465-04-14 15:36:40 Firefox/3.6.11,Segment A,Uttar Pradesh,Unknown,Log Data,Alert Data,Firewall,164.100.57.242,210.41.89.190
2023,August,22,37574,65214,TCP,396,Control,HTTP,Unknown,89.5,Alert Triggered,DDoS,Known Pattern B,Blocked,Low,Darshit Swaminathan,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; nb-NO) AppleWebKit/531.40.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6531.40.1",Segment C,Tamil Nadu,215.13.26.95,Log Data,Alert Data,Firewall,105.178.163.11,56.93.72.57
2020,August,30,14217,1498,TCP,1311,Control,HTTP,IoC Detected,53.18,Unknown,DDoS,Known Pattern B,Blocked,Low,Devansh Mahal,Opera/8.25.(X11; Linux x86_64; mhr-RU) Presto/2.9.180 Version/12.00,Segment C,Bihar,195.84.157.111,Log Data,Alert Data,Firewall,79.228.233.111,21.179.24.174
2022,December,7,29343,31411,ICMP,542,Control,DNS,IoC Detected,77.41,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Shalv Ahluwalia,Opera/9.75.(X11; Linux x86_64; fr-CH) Presto/2.9.167 Version/10.00,Segment A,Odisha,Unknown,Log Data,Unknown,Firewall,215.21.43.192,90.183.182.252
2020,April,18,13796,62685,UDP,933,Control,FTP,IoC Detected,4.68,Unknown,Intrusion,Known Pattern B,Blocked,Low,Samar Rajagopal,Opera/8.64.(X11; Linux x86_64; fil-PH) Presto/2.9.177 Version/11.00,Segment B,Uttar Pradesh,Unknown,Unknown,Unknown,Server,12.47.187.155,194.26.244.228
2022,August,21,22501,55370,UDP,244,Control,HTTP,Unknown,24.71,Unknown,Intrusion,Known Pattern A,Blocked,Medium,Jhanvi Tara,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/38.0.875.0 Safari/533.0",Segment A,Manipur,Unknown,Log Data,Unknown,Firewall,168.17.80.228,113.120.24.50
2022,September,7,43821,64563,TCP,589,Control,FTP,IoC Detected,40.53,Unknown,Intrusion,Known Pattern A,Ignored,Medium,Manjari Ramanathan,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/5.0),Segment A,Punjab,Unknown,Unknown,Alert Data,Firewall,2.51.92.102,15.244.13.210
2020,August,5,21837,61052,TCP,394,Data,DNS,Unknown,50.25,Unknown,Malware,Known Pattern B,Blocked,Low,Aayush Golla,Opera/8.91.(X11; Linux i686; ff-SN) Presto/2.9.165 Version/10.00,Segment B,Sikkim,Unknown,Unknown,Alert Data,Server,16.85.92.16,13.5.239.181
2021,November,17,26830,56308,ICMP,171,Control,FTP,Unknown,70.49,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Uthkarsh Dube,"Mozilla/5.0 (Linux; Android 3.2.1) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/53.0.834.0 Safari/534.2",Segment A,Karnataka,Unknown,Log Data,Unknown,Firewall,71.218.190.166,74.20.234.124
2022,March,16,33741,43328,UDP,1187,Data,HTTP,Unknown,97.15,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Nehmat Yogi,Mozilla/5.0 (Android 4.3.1; Mobile; rv:12.0) Gecko/12.0 Firefox/12.0,Segment C,Bihar,63.200.153.115,Log Data,Unknown,Server,116.165.43.82,38.231.45.106
2022,October,4,13821,48678,TCP,172,Control,DNS,IoC Detected,42.83,Unknown,DDoS,Known Pattern B,Ignored,High,Lakshay Rama,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/534.3.6 (KHTML, like Gecko) Version/5.0.2 Safari/534.3.6",Segment A,Manipur,191.236.22.80,Log Data,Unknown,Server,12.223.75.159,77.240.158.138
2021,May,25,16297,18946,UDP,575,Control,DNS,IoC Detected,64.17,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Indrajit Swaminathan,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/535.22.7 (KHTML, like Gecko) Version/4.1 Safari/535.22.7",Segment B,Tripura,176.131.56.56,Unknown,Unknown,Firewall,203.234.254.167,70.100.187.28
2022,January,27,22088,44194,TCP,827,Control,FTP,Unknown,36.5,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Indrans Agarwal,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_9 rv:2.0; ik-CA) AppleWebKit/533.26.5 (KHTML, like Gecko) Version/5.0.3 Safari/533.26.5",Segment A,Haryana,134.151.200.194,Log Data,Alert Data,Server,34.231.151.38,95.218.123.142
2021,February,23,9620,28313,ICMP,944,Control,FTP,Unknown,88.59,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Heer Dash,Opera/9.38.(X11; Linux i686; quz-PE) Presto/2.9.171 Version/11.00,Segment A,Gujarat,Unknown,Log Data,Alert Data,Server,120.91.191.232,168.240.140.107
2022,April,9,49529,49566,UDP,1298,Control,HTTP,IoC Detected,86.08,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Myra Thaman,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; mt-MT) AppleWebKit/535.18.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6535.18.3",Segment A,Odisha,169.220.73.153,Log Data,Alert Data,Firewall,26.73.58.130,110.45.51.14
2021,September,5,7642,40739,ICMP,963,Control,DNS,Unknown,74.61,Unknown,Malware,Known Pattern A,Logged,High,Amira Sarkar,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/62.0.828.0 Safari/533.1",Segment C,Haryana,Unknown,Log Data,Alert Data,Firewall,68.149.106.23,118.90.218.131
2022,November,29,15513,52300,UDP,886,Data,FTP,Unknown,86.45,Unknown,Malware,Known Pattern B,Blocked,High,Tiya Sekhon,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/4.1),Segment C,Tripura,220.86.247.200,Log Data,Alert Data,Firewall,27.98.238.119,133.144.110.52
2020,November,11,16458,49745,UDP,1485,Data,FTP,IoC Detected,88.71,Unknown,DDoS,Known Pattern A,Ignored,High,Advik Kohli,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_1 rv:4.0; ast-ES) AppleWebKit/534.8.4 (KHTML, like Gecko) Version/4.0 Safari/534.8.4",Segment C,Sikkim,Unknown,Log Data,Alert Data,Firewall,103.30.112.77,86.93.226.60
2020,October,16,30575,57033,TCP,845,Data,FTP,Unknown,19.9,Alert Triggered,Malware,Known Pattern B,Blocked,High,Stuvan Chhabra,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_7 rv:2.0; ha-NG) AppleWebKit/535.25.4 (KHTML, like Gecko) Version/5.0 Safari/535.25.4",Segment A,Arunachal Pradesh,Unknown,Log Data,Unknown,Firewall,6.23.218.43,200.46.191.116
2022,February,12,10193,39145,ICMP,489,Control,DNS,Unknown,2.76,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Yasmin Reddy,Opera/8.56.(Windows NT 6.1; te-IN) Presto/2.9.176 Version/10.00,Segment B,Nagaland,184.43.147.126,Log Data,Unknown,Server,132.223.189.115,125.8.112.138
2023,August,6,10111,9065,TCP,223,Control,DNS,IoC Detected,8.96,Unknown,Malware,Known Pattern A,Blocked,High,Darshit Mangal,Opera/8.36.(Windows NT 4.0; yo-NG) Presto/2.9.167 Version/10.00,Segment C,Tripura,Unknown,Unknown,Unknown,Server,212.185.28.58,215.130.125.168
2023,February,20,16243,30524,TCP,831,Data,HTTP,Unknown,83.89,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Priyansh Krishnan,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/6810-10-16 21:05:25 Firefox/3.8,Segment B,Sikkim,86.141.236.140,Log Data,Unknown,Server,217.37.123.236,120.113.244.70
2021,February,9,8176,27046,ICMP,294,Control,DNS,Unknown,87.19,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Samaira Mandal,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.45.4 (KHTML, like Gecko) Version/4.0.4 Safari/532.45.4",Segment A,Punjab,Unknown,Unknown,Unknown,Server,12.51.236.199,88.147.57.63
2020,January,5,9782,28567,ICMP,332,Data,HTTP,IoC Detected,69.5,Unknown,Intrusion,Known Pattern B,Ignored,High,Shanaya Kapoor,Opera/9.23.(Windows NT 4.0; ta-IN) Presto/2.9.181 Version/12.00,Segment C,Madhya Pradesh,Unknown,Log Data,Alert Data,Server,36.17.67.77,105.160.31.79
2021,November,11,63818,49449,TCP,293,Control,HTTP,Unknown,11.07,Unknown,Malware,Known Pattern A,Logged,High,Anaya Bandi,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.0),Segment C,Punjab,Unknown,Log Data,Alert Data,Firewall,97.24.45.47,106.144.17.150
2022,May,25,3522,23636,ICMP,880,Data,FTP,IoC Detected,51.2,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Hazel Deep,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/13.0.847.0 Safari/532.1",Segment C,Kerala,72.155.34.103,Unknown,Unknown,Server,16.165.143.157,195.20.112.71
2020,June,26,39722,22865,UDP,1323,Data,FTP,Unknown,27.88,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Oorja Singh,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/4.0),Segment A,West Bengal,186.119.50.229,Unknown,Unknown,Firewall,148.51.182.254,107.13.222.89
2023,July,10,45088,47226,UDP,480,Data,FTP,IoC Detected,69.82,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Jhanvi Rao,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; hi-IN) AppleWebKit/534.17.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6534.17.3",Segment B,Bihar,111.247.231.143,Log Data,Alert Data,Firewall,205.186.35.125,154.148.191.69
2022,March,9,41513,41634,UDP,1024,Control,FTP,Unknown,13.35,Unknown,Intrusion,Known Pattern A,Blocked,Medium,Jiya Atwal,"Mozilla/5.0 (Linux; Android 4.4.1) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/61.0.826.0 Safari/534.2",Segment A,West Bengal,Unknown,Unknown,Unknown,Firewall,54.204.183.33,26.62.145.184
2023,August,10,51836,58520,TCP,628,Control,DNS,IoC Detected,10.77,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Jayant Tata,Mozilla/5.0 (Windows NT 10.0; cmn-TW; rv:1.9.1.20) Gecko/4127-08-08 20:47:59 Firefox/7.0,Segment B,Sikkim,215.154.11.43,Unknown,Unknown,Server,111.155.191.227,78.183.151.192
2021,April,7,64911,33855,UDP,1409,Data,FTP,IoC Detected,81.3,Unknown,Malware,Known Pattern B,Logged,Low,Hrishita Sehgal,Opera/8.22.(Windows NT 6.2; eo-US) Presto/2.9.166 Version/11.00,Segment A,Mizoram,74.171.83.23,Unknown,Alert Data,Server,219.29.83.97,52.106.117.126
